2525Charlie1stTen;2525Charlie;2525DeltaSymbolSet;2525DeltaEntity;2525DeltaMod1;2525DeltaMod2;2525DeltaName;2525DeltaMod1Name;2525DeltaMod2Name;DeltaToCharlie;Remarks
S*GPEVAI--;SPGPEVAI-------;15;120101;00;00;Vehicle : Armored Vehicle : Armored Fighting Vehicle;Unspecified;;SPGPEVAI-------;pass
S*GPEVAC--;SPGPEVAC-------;15;120102;00;00;Vehicle : Armored Vehicle : Armored Fighting Vehicle C2;Unspecified;;SPGPEVAC-------;pass
S*GPEVAA--;SPGPEVAA-------;15;120103;00;00;Vehicle : Armored Vehicle : Armored Personnel Carrier;Unspecified;;SPGPEVAA-------;pass
S*GPEVUAA-;SPGPEVUAA------;15;120104;00;00;Vehicle : Armored Vehicle : Armored Personnel Carrier Ambulance;Unspecified;;SPGPEVUAA------;pass
S*GPEVAAR-;SPGPEVAAR------;15;120108;00;00;Vehicle : Armored Vehicle : Armored Personnel Carrier-Recovery;Unspecified;;SPGPEVAAR------;pass
S*GPEVAS--;SPGPEVAS-------;15;120109;00;00;Vehicle : Armored Vehicle : Combat Service Support Vehicle;Unspecified;;SPGPEVAS-------;pass
S*GPEVAL--;SPGPEVAL-------;15;120110;00;00;Vehicle : Armored Vehicle : Light Wheeled Armored Vehicle;Unspecified;;SPGPEVAL-------;pass
S*GPEVAT--;SPGPEVAT-------;15;120200;00;00;Vehicle : Tank;Unspecified;;SPGPEVAT-------;pass
S*GPEVATL-;SPGPEVATL------;15;120201;00;00;Vehicle : Tank : Light;Unspecified;;SPGPEVATL------;pass
S*GPEVATM-;SPGPEVATM------;15;120202;00;00;Vehicle : Tank : Medium;Unspecified;;SPGPEVATM------;pass
S*GPEVATH-;SPGPEVATH------;15;120203;00;00;Vehicle : Tank : Heavy;Unspecified;;SPGPEVATH------;pass
S*GPEVATLR;SPGPEVATLR-----;15;120301;00;00;Vehicle : Tank Recovery Vehicle : Light;Unspecified;;SPGPEVATLR-----;pass
S*GPEVATMR;SPGPEVATMR-----;15;120302;00;00;Vehicle : Tank Recovery Vehicle : Medium;Unspecified;;SPGPEVATMR-----;pass
S*GPEVATHR;SPGPEVATHR-----;15;120303;00;00;Vehicle : Tank Recovery Vehicle : Heavy;Unspecified;;SPGPEVATHR-----;pass
S*GPEVE---;SPGPEVE--------;15;130000;00;00;Engineer Equipment;Unspecified;;SPGPEVE--------;pass
S*GPEVEB--;SPGPEVEB-------;15;130100;00;00;Engineer Equipment : Bridge;Unspecified;;SPGPEVEB-------;pass
S*GPEVEE--;SPGPEVEE-------;15;130800;00;00;Engineer Equipment : Earthmover;Unspecified;;SPGPEVEE-------;pass
S*GPEVEA--;SPGPEVEA-------;15;130900;00;00;Engineer Equipment : Mine Clearing Equipment;Unspecified;;SPGPEVEA-------;pass
S*GPEVEAT-;SPGPEVEAT------;15;130901;00;00;Engineer Equipment : Mine Clearing Equipment : Trailer Mounted;Unspecified;;SPGPEVEAT------;pass
S*GPEVEAA-;SPGPEVEAA------;15;130902;00;00;Engineer Equipment : Mine Clearing Equipment : Mine Clearing Equipment on Tank Chassis;Unspecified;;SPGPEVEAA------;pass
S*GPEVEMV-;SPGPEVEMV------;15;131002;00;00;Engineer Equipment : Mine Laying Equipment : Armored Carrier with Volcano;Unspecified;;SPGPEVEMV------;pass
S*GPEVEML-;SPGPEVEML------;15;131003;00;00;Engineer Equipment : Mine Laying Equipment : Truck Mounted with Volcano;Unspecified;;SPGPEVEML------;pass
S*GPEVED--;SPGPEVED-------;15;131100;00;00;Engineer Equipment : Dozer;Unspecified;;SPGPEVED-------;pass
S*GPEVEDA-;SPGPEVEDA------;15;131101;00;00;Engineer Equipment : Dozer : Dozer-Armored;Unspecified;;SPGPEVEDA------;pass
S*GPEVES--;SPGPEVES-------;15;131200;00;00;Engineer Equipment : Armored Assault;Unspecified;;SPGPEVES-------;pass
S*GPEVER--;SPGPEVER-------;15;131300;00;00;Engineer Equipment : Armored Engineer Recon Vehicle (AERV);Unspecified;;SPGPEVER-------;pass
S*GPEVEH--;SPGPEVEH-------;15;131400;00;00;Engineer Equipment : Backhoe;Unspecified;;SPGPEVEH-------;pass
S*GPEVEC--;SPGPEVEC-------;15;131500;00;00;Engineer Equipment : Construction Vehicle;Unspecified;;SPGPEVEC-------;pass
S*GPEVEF--;SPGPEVEF-------;15;131600;00;00;Engineer Equipment : Ferry Transporter;Unspecified;;SPGPEVEF-------;pass
S*GPEVU---;SPGPEVU--------;15;140100;00;00;Utility Vehicles : Utility Vehicle;Unspecified;;SPGPEVU--------;pass
S*GPEVUA--;SPGPEVUA-------;15;140300;00;00;Utility Vehicles : Medical Evacuation;Unspecified;;SPGPEVUA-------;pass
S*GPEVUB--;SPGPEVUB-------;15;140500;00;00;Utility Vehicles : Bus;Unspecified;;SPGPEVUB-------;pass
S*GPEVUS--;SPGPEVUS-------;15;140600;00;00;Utility Vehicles : Semi-Trailer and Truck;Unspecified;;SPGPEVUS-------;pass
S*GPEVUSL-;SPGPEVUSL------;15;140601;00;00;Utility Vehicles : Semi-Trailer and Truck : Light;Unspecified;;SPGPEVUSL------;pass
S*GPEVUSM-;SPGPEVUSM------;15;140602;00;00;Utility Vehicles : Semi-Trailer and Truck : Medium;Unspecified;;SPGPEVUSM------;pass
S*GPEVUSH-;SPGPEVUSH------;15;140603;00;00;Utility Vehicles : Semi-Trailer and Truck : Heavy;Unspecified;;SPGPEVUSH------;pass
S*GPEVUL--;SPGPEVUL-------;15;140700;00;00;Utility Vehicles : Limited Cross Country Truck;Unspecified;;SPGPEVUL-------;pass
S*GPEVUX--;SPGPEVUX-------;15;140800;00;00;Utility Vehicles : Cross Country Truck;Unspecified;;SPGPEVUX-------;pass
S*GPEVUR--;SPGPEVUR-------;15;141100;00;00;Utility Vehicles : Amphibious Utility Wheeled Vehicle;Unspecified;;SPGPEVUR-------;pass
S*GPEVUT--;SPGPEVUT-------;15;141200;00;00;Utility Vehicles : Tow Truck;Unspecified;;SPGPEVUT-------;pass
S*GPEVUTL-;SPGPEVUTL------;15;141201;00;00;Utility Vehicles : Tow Truck : Light;Unspecified;;SPGPEVUTL------;pass
S*GPEVUTH-;SPGPEVUTH------;15;141202;00;00;Utility Vehicles : Tow Truck : Heavy;Unspecified;;SPGPEVUTH------;pass
S*GPEVT---;SPGPEVT--------;15;150100;00;00;Train : Locomotive;Unspecified;;SPGPEVT--------;pass
S*GPEVC---;SPGPEVC--------;98;100000;00;00;;;;;Retired
S*GPEVCA--;SPGPEVCA-------;15;160100;00;00;Civilian Vehicle : Automobile;Unspecified;;SPGPEVCA-------;pass
S*GPEVCAL-;SPGPEVCAL------;15;160101;00;00;Civilian Vehicle : Automobile : Compact;Unspecified;;SPGPEVCAL------;pass
S*GPEVCAM-;SPGPEVCAM------;15;160102;00;00;Civilian Vehicle : Automobile : Midsize;Unspecified;;SPGPEVCAM------;pass
S*GPEVCAH-;SPGPEVCAH------;15;160103;00;00;Civilian Vehicle : Automobile : Sedan;Unspecified;;SPGPEVCAH------;pass
S*GPEVCO--;SPGPEVCO-------;15;160200;00;00;Civilian Vehicle : Open-Bed Truck;Unspecified;;SPGPEVCO-------;pass
S*GPEVCOL-;SPGPEVCOL------;15;160201;00;00;Civilian Vehicle : Open-Bed Truck : Pickup;Unspecified;;SPGPEVCOL------;pass
S*GPEVCOM-;SPGPEVCOM------;15;160202;00;00;Civilian Vehicle : Open-Bed Truck : Small;Unspecified;;SPGPEVCOM------;pass
S*GPEVCOH-;SPGPEVCOH------;15;160203;00;00;Civilian Vehicle : Open-Bed Truck : Large;Unspecified;;SPGPEVCOH------;pass
S*GPEVCM--;SPGPEVCM-------;15;160300;00;00;Civilian Vehicle : Multiple Passenger Vehicle;Unspecified;;SPGPEVCM-------;pass
S*GPEVCML-;SPGPEVCML------;15;160301;00;00;Civilian Vehicle : Multiple Passenger Vehicle : Van;Unspecified;;SPGPEVCML------;pass
S*GPEVCMM-;SPGPEVCMM------;15;160302;00;00;Civilian Vehicle : Multiple Passenger Vehicle : Small Bus;Unspecified;;SPGPEVCMM------;pass
S*GPEVCMH-;SPGPEVCMH------;15;160303;00;00;Civilian Vehicle : Multiple Passenger Vehicle : Large Bus;Unspecified;;SPGPEVCMH------;pass
S*GPEVCU--;SPGPEVCU-------;15;160400;00;00;Civilian Vehicle : Utility Vehicle;Unspecified;;SPGPEVCU-------;pass
S*GPEVCUL-;SPGPEVCUL------;15;160401;00;00;Civilian Vehicle : Utility Vehicle : Sport Utility Vehicle (SUV);Unspecified;;SPGPEVCUL------;pass
S*GPEVCUM-;SPGPEVCUM------;15;160402;00;00;Civilian Vehicle : Utility Vehicle : Small Box Truck;Unspecified;;SPGPEVCUM------;pass
S*GPEVCUH-;SPGPEVCUH------;15;160403;00;00;Civilian Vehicle : Utility Vehicle : Large Box Truck;Unspecified;;SPGPEVCUH------;pass
S*GPEVCJ--;SPGPEVCJ-------;15;160500;00;00;Civilian Vehicle : Jeep Type Vehicle;Unspecified;;SPGPEVCJ-------;pass
S*GPEVCJL-;SPGPEVCJL------;15;160501;00;00;Civilian Vehicle : Jeep Type Vehicle : Small/Light;Unspecified;;SPGPEVCJL------;pass
S*GPEVCJM-;SPGPEVCJM------;15;160502;00;00;Civilian Vehicle : Jeep Type Vehicle : Medium;Unspecified;;SPGPEVCJM------;pass
S*GPEVCJH-;SPGPEVCJH------;15;160503;00;00;Civilian Vehicle : Jeep Type Vehicle : Large/Heavy;Unspecified;;SPGPEVCJH------;pass
S*GPEVCT--;SPGPEVCT-------;15;160600;00;00;Civilian Vehicle : Tractor Trailer with Box;Unspecified;;SPGPEVCT-------;pass
S*GPEVCTL-;SPGPEVCTL------;15;160601;00;00;Civilian Vehicle : Tractor Trailer with Box : Small/Light;Unspecified;;SPGPEVCTL------;pass
S*GPEVCTM-;SPGPEVCTM------;15;160602;00;00;Civilian Vehicle : Tractor Trailer with Box : Medium;Unspecified;;SPGPEVCTM------;pass
S*GPEVCTH-;SPGPEVCTH------;15;160603;00;00;Civilian Vehicle : Tractor Trailer with Box : Large/Heavy;Unspecified;;SPGPEVCTH------;pass
S*GPEVCF--;SPGPEVCF-------;15;160700;00;00;Civilian Vehicle : Tractor Trailer with Flatbed;Unspecified;;SPGPEVCF-------;pass
S*GPEVCFL-;SPGPEVCFL------;15;160701;00;00;Civilian Vehicle : Tractor Trailer with Flatbed : Small/Light;Unspecified;;SPGPEVCFL------;pass
S*GPEVCFM-;SPGPEVCFM------;15;160702;00;00;Civilian Vehicle : Tractor Trailer with Flatbed : Medium;Unspecified;;SPGPEVCFM------;pass
S*GPEVCFH-;SPGPEVCFH------;15;160703;00;00;Civilian Vehicle : Tractor Trailer with Flatbed : Large/Heavy;Unspecified;;SPGPEVCFH------;pass
O*IPI-----;OPIPI----------;15;160800;00;00;Civilian Vehicle : Known Insurgent Vehicle;Unspecified;;OPIPI----------;pass
O*IPD-----;OPIPD----------;15;160900;00;00;Civilian Vehicle : Drug Vehicle;Unspecified;;OPIPD----------;pass
E*OPDB----;EPOPDB---------;15;170000;00;00;Law Enforcement (Land Equipment);Unspecified;;EPOPDB---------;pass
E*OPDDB---;EPOPDDB--------;15;170100;00;00;Law Enforcement (Land Equipment) : ATF DOJ;Unspecified;;EPOPDDB--------;pass
E*OPDEB---;EPOPDEB--------;15;170200;00;00;Law Enforcement (Land Equipment) : Border Patrol;Unspecified;;EPOPDEB--------;pass
E*OPDFB---;EPOPDFB--------;15;170300;00;00;Law Enforcement (Land Equipment) : Customs Service;Unspecified;;EPOPDFB--------;pass
E*OPDGB---;EPOPDGB--------;15;170400;00;00;Law Enforcement (Land Equipment) : DEA;Unspecified;;EPOPDGB--------;pass
EFOPDHB---;EFOPDHB--------;15;170500;00;00;Law Enforcement (Land Equipment) : DOJ;Unspecified;;EFOPDHB--------;pass
EFOPDIB---;EFOPDIB--------;15;170600;00;00;Law Enforcement (Land Equipment) : FBI;Unspecified;;EFOPDIB--------;pass
EFOPDJB---;EFOPDJB--------;15;170700;00;00;Law Enforcement (Land Equipment) : Police;Unspecified;;EFOPDJB--------;pass
EFOPDLB---;EFOPDLB--------;15;170800;00;00;Law Enforcement (Land Equipment) : US Secret Service (USSS);Unspecified;;EFOPDLB--------;pass
EFOPDMB---;EFOPDMB--------;15;170900;00;00;Law Enforcement (Land Equipment) : TSA;Unspecified;;EFOPDMB--------;pass
EFOPDOB---;EFOPDOB--------;15;171100;00;00;Law Enforcement (Land Equipment) : US Marshals Service;Unspecified;;EFOPDOB--------;pass
S*GPEVM---;SPGPEVM--------;15;180000;00;00;Pack Animals;Unspecified;;SPGPEVM--------;pass
S*GPEVS---;SPGPEVS--------;15;190000;00;00;Missile Support;Unspecified;;SPGPEVS--------;pass
S*GPEVST--;SPGPEVST-------;15;190100;00;00;Missile Support : Transloader;Unspecified;;SPGPEVST-------;pass
S*GPEVSR--;SPGPEVSR-------;15;190200;00;00;Missile Support : Transporter;Unspecified;;SPGPEVSR-------;pass
S*GPEVSC--;SPGPEVSC-------;15;190300;00;00;Missile Support : Crane/Loading Device;Unspecified;;SPGPEVSC-------;pass
S*GPEVSP--;SPGPEVSP-------;15;190400;00;00;Missile Support : Propellant Transporter;Unspecified;;SPGPEVSP-------;pass
S*GPEVSW--;SPGPEVSW-------;15;190500;00;00;Missile Support : Warhead Transporter;Unspecified;;SPGPEVSW-------;pass
S*GPEXN---;SPGPEXN--------;15;200400;00;00;Other Equipment : CBRN Equipment;Unspecified;;SPGPEXN--------;pass
S*GPEXL---;SPGPEXL--------;15;201000;00;00;Other Equipment : Laser;Unspecified;;SPGPEXL--------;pass
E*OPAB----;EPOPAB---------;15;201500;00;00;Other Equipment : Emergency Medical Operation;Unspecified;;EPOPAB---------;pass
E*OPAF----;EPOPAF---------;15;201501;00;00;Other Equipment : Emergency Medical Operation : Medical Evacuation Helicopter;Unspecified;;EPOPAF---------;pass
S*GPEXM---;SPGPEXM--------;15;210100;00;00;Land Mines : Land Mine;Unspecified;;SPGPEXM--------;pass
S*GPEXMC--;SPGPEXMC-------;15;210200;00;00;Land Mines : Antipersonnel Land Mine (APL);Unspecified;;SPGPEXMC-------;pass
S*GPEXI---;SPGPEXI--------;15;210400;00;00;Land Mines : Improvised Explosives Device (IED);Unspecified;;SPGPEXI--------;pass
S*GPEXML--;SPGPEXML-------;15;210500;00;00;Land Mines : Less than lethal;Unspecified;;SPGPEXML-------;pass
S*GPES----;SPGPES---------;15;220100;00;00;Sensors : Sensor;Unspecified;;SPGPES---------;pass
E*OPEA----;EPOPEA---------;15;220100;01;00;Sensors : Sensor;Sensor Type : Biological;;EPOPEA---------;pass
E*OPEB----;EPOPEB---------;15;220100;02;00;Sensors : Sensor;Sensor Type : Chemical;;EPOPEB---------;pass
E*OPEC----;EPOPEC---------;15;220100;04;00;Sensors : Sensor;Sensor Type : Intrusion;;EPOPEC---------;pass
E*OPED----;EPOPED---------;15;220100;05;00;Sensors : Sensor;Sensor Type : Nuclear;;EPOPED---------;pass
E*OPEE----;EPOPEE---------;15;220100;06;00;Sensors : Sensor;Sensor Type : Radiological;;EPOPEE---------;pass
S*GPESE---;SPGPESE--------;15;220200;00;00;Sensors : Sensor Emplaced;Unspecified;;SPGPESE--------;pass
S*GPESR---;SPGPESR--------;15;220300;00;00;Sensors : Radar;Unspecified;;SPGPESR--------;pass
E*OPBB----;EPOPBB---------;15;230000;00;00;Emergency Operation (Land Equipment);Unspecified;;EPOPBB---------;pass
E*OPAE----;EPOPAE---------;15;230100;00;00;Emergency Operation (Land Equipment) : Ambulance;Unspecified;;EPOPAE---------;pass
E*OPCB----;EPOPCB---------;15;230200;00;00;Emergency Operation (Land Equipment) : Fire Fighting/Fire Protection;Unspecified;;EPOPCB---------;pass
S*GPE-----;SPGPE----------;15;000000;00;00;Unspecified;Unspecified;;SPGPE----------;pass
S*GPEVEM--;SPGPEVEM-------;15;131000;00;00;Engineer Equipment : Mine Laying Equipment;Unspecified;;SPGPEVEM-------;pass
S*GPIMA---;SPGPIMA---H----;20;110100;00;00;Installation : Aircraft Production/Assembly;Unspecified;Unspecified;SPGPIMA---H----;pass
S*GPIME---;SPGPIME---H----;20;110200;00;00;Installation : Ammunition and Explosives/Assembly;Unspecified;Unspecified;SPGPIME---H----;pass
S*GPIMG---;SPGPIMG---H----;20;110400;00;00;Installation : Armament Production;Unspecified;Unspecified;SPGPIMG---H----;pass
O*LPB-----;OPLPB----------;20;110500;00;00;Installation : Black List Location;Unspecified;Unspecified;OPLPB----------;pass
S*GPIRN---;SPGPIRN---H----;20;110600;00;00;Installation : Chemical-Biological-Radiological and Nuclear (CBRN);Unspecified;Unspecified;SPGPIRN---H----;pass
S*GPIRNB--;SPGPIRNB--H----;20;110600;01;00;Installation : Chemical-Biological-Radiological and Nuclear (CBRN);CBRN Type : Biological;Unspecified;SPGPIRNB--H----;pass
S*GPIRNC--;SPGPIRNC--H----;20;110600;02;00;Installation : Chemical-Biological-Radiological and Nuclear (CBRN);CBRN Type : Chemical;Unspecified;SPGPIRNC--H----;pass
S*GPIRNN--;SPGPIRNN--H----;20;110600;03;00;Installation : Chemical-Biological-Radiological and Nuclear (CBRN);CBRN Type : Nuclear;Unspecified;SPGPIRNN--H----;pass
S*GPIP----;SPGPIP----H----;98;100000;00;00;;;;;Retired
S*GPIPD---;SPGPIPD---H----;20;110600;04;00;Installation : Chemical-Biological-Radiological and Nuclear (CBRN);CBRN Type : Radiological;Unspecified;SPGPIPD---H----;pass
S*GPIMC---;SPGPIMC---H----;20;110600;00;01;Installation : Chemical-Biological-Radiological and Nuclear (CBRN);Unspecified;No Category Listed : Biological;SPGPIMC---H----;pass
S*GPIMC---;SPGPIMC---H----;20;110600;00;01;Installation : Chemical-Biological-Radiological and Nuclear (CBRN);Unspecified;No Category Listed : Biological;SPGPIMC---H----;pass
S*GPIMN---;SPGPIMN---H----;20;110700;00;00;Installation : Engineering Equipment Production;Unspecified;Unspecified;SPGPIMN---H----;pass
S*GPIMNB--;SPGPIMNB--H----;20;110701;00;00;Installation : Engineering Equipment Production : Bridge;Unspecified;Unspecified;SPGPIMNB--H----;pass
S*GPIE----;SPGPIE----H----;20;110800;00;00;Installation : Equipment Manufacture;Unspecified;Unspecified;SPGPIE----H----;pass
S*GPIU----;SPGPIU----H----;98;100000;00;00;;;;;Retired
S*GPIUR---;SPGPIUR---H----;98;100000;00;00;;;;;Retired
S*GPIUT---;SPGPIUT---H----;98;100000;00;00;;;;;Retired
S*GPIG----;SPGPIG----H----;20;110900;00;00;Installation : Government Leadership;Unspecified;Unspecified;SPGPIG----H----;pass
O*LPG-----;OPLPG----------;20;111000;00;00;Installation : Gray List Location;Unspecified;Unspecified;OPLPG----------;pass
O*LPM-----;OPLPM----------;20;111100;00;00;Installation : Mass Grave Site;Unspecified;Unspecified;OPLPM----------;pass
S*GPIR----;SPGPIR----H----;98;100000;00;00;;;;;Retired
S*GPIRM---;SPGPIRM---H----;20;111300;00;00;Installation : Mine;Unspecified;Unspecified;SPGPIRM---H----;pass
S*GPIMM---;SPGPIMM---H----;20;111400;00;00;Installation : Missile and Space System Production;Unspecified;Unspecified;SPGPIMM---H----;pass
S*GPIMF---;SPGPIMF---H----;20;111500;00;00;Installation : Nuclear (Non CBRN Defense);Unspecified;Unspecified;SPGPIMF---H----;pass
S*GPIMFA--;SPGPIMFA--H----;20;111500;00;05;Installation : Nuclear (Non CBRN Defense);Unspecified;No Category Listed : Atomic Energy Reactor;SPGPIMFA--H----;pass
S*GPIMFP--;SPGPIMFP--H----;20;111500;00;06;Installation : Nuclear (Non CBRN Defense);Unspecified;No Category Listed : Nuclear Material Production;SPGPIMFP--H----;pass
S*GPIMFS--;SPGPIMFS--H----;20;111500;00;07;Installation : Nuclear (Non CBRN Defense);Unspecified;No Category Listed : Nuclear Material Storage;SPGPIMFS--H----;pass
S*GPIMFPW-;SPGPIMFPW-H----;20;111500;00;08;Installation : Nuclear (Non CBRN Defense);Unspecified;No Category Listed : Weapons Grade;SPGPIMFPW-H----;pass
O*IPS-----;OPIPS----------;20;111700;00;00;Installation : Safe House;Unspecified;Unspecified;OPIPS----------;pass
O*LPW-----;OPLPW----------;20;111800;00;00;Installation : White List Location;Unspecified;Unspecified;OPLPW----------;pass
E*OPDC----;EPOPDC----H----;20;112100;00;00;Installation : Law Enforcement;Unspecified;Unspecified;EPOPDC----H----;pass
E*OPDDC---;EPOPDDC---H----;20;112101;00;00;Installation : Law Enforcement : Bureau of Alcohol-Tobacco-Firearms and Explosives (ATF) (Department of Justice);Unspecified;Unspecified;EPOPDDC---H----;pass
E*OPDEC---;EPOPDEC---H----;20;112102;00;00;Installation : Law Enforcement : Border Patrol;Unspecified;Unspecified;EPOPDEC---H----;pass
E*OPDFC---;EPOPDFC---H----;20;112103;00;00;Installation : Law Enforcement : Customs Service;Unspecified;Unspecified;EPOPDFC---H----;pass
EFOPDGC---;EFOPDGC---H----;20;112104;00;00;Installation : Law Enforcement : Drug Enforcement Administration (DEA);Unspecified;Unspecified;EFOPDGC---H----;pass
EFOPDHC---;EFOPDHC---H----;20;112105;00;00;Installation : Law Enforcement : Department of Justice (DOJ);Unspecified;Unspecified;EFOPDHC---H----;pass
EFOPDIC---;EFOPDIC---H----;20;112106;00;00;Installation : Law Enforcement : Federal Bureau of Investigation (FBI);Unspecified;Unspecified;EFOPDIC---H----;pass
E*OPDJC---;EPOPDJC---H----;20;112107;00;00;Installation : Law Enforcement : Police;Unspecified;Unspecified;EPOPDJC---H----;pass
EFOPDLC---;EFOPDLC---H----;20;112109;00;00;Installation : Law Enforcement : United States Secret Service (USSS);Unspecified;Unspecified;EFOPDLC---H----;pass
EFOPDMC---;EFOPDMC---H----;20;112110;00;00;Installation : Law Enforcement : Transportation Security Administration (TSA);Unspecified;Unspecified;EFOPDMC---H----;pass
E*OPDNC---;EPOPDNC---H----;20;112111;00;00;Installation : Law Enforcement : Coast Guard;Unspecified;Unspecified;EPOPDNC---H----;pass
E*OPDOC---;EPOPDOC---H----;20;112112;00;00;Installation : Law Enforcement : US Marshals Service;Unspecified;Unspecified;EPOPDOC---H----;pass
E*OPBC----;EPOPBC----H----;20;112200;00;00;Installation : Emergency Operation;Unspecified;Unspecified;EPOPBC----H----;pass
E*OPCE----;EPOPCE----H----;20;112201;00;00;Installation : Emergency Operation : Fire Station;Unspecified;Unspecified;EPOPCE----H----;pass
E*OPAC----;EPOPAC----H----;20;112202;00;00;Installation : Emergency Operation : Emergency Medical Operation;Unspecified;Unspecified;EPOPAC----H----;pass
E*FPA-----;EPFPA-----H----;20;120100;00;00;Infrastructure : Agriculture and Food;Unspecified;Unspecified;EPFPA-----H----;pass
E*FPAA----;EPFPAA----H----;20;120101;00;00;Infrastructure : Agriculture and Food : Agriculture Laboratory;Unspecified;Unspecified;EPFPAA----H----;pass
E*FPAB----;EPFPAB----H----;20;120102;00;00;Infrastructure : Agriculture and Food : Animal Feedlot;Unspecified;Unspecified;EPFPAB----H----;pass
E*FPAC----;EPFPAC----H----;20;120103;00;00;Infrastructure : Agriculture and Food : Commercial Food Distribution Center : Unknown;Unspecified;Unspecified;EPFPAC----H----;pass
E*FPAD----;EPFPAD----H----;20;120104;00;00;Infrastructure : Agriculture and Food : Farm/Ranch;Unspecified;Unspecified;EPFPAD----H----;pass
